Title,Author,Series,Status,Privacy,Hardcover Book ID,Hardcover Edition ID,ISBN 10,ISBN 13,ASIN,Media,Country Code,Language Code,Binding,Pages,Duration in Seconds,Publish Date,Publisher,Genres,Moods,Tags,Content Warnings,Lists,Date Added,Date Started,Date Finished,Rating,Review,Review Contains Spoilers,Sponsored Review,Review Date,Review URL,Review Media URL,Private Notes,Owned,Compilation,Review Slate
Orient,Christopher Bollen,,Read,Public,121462,6811513,0062329952,9780062329950,,Book,us,en,,624,,2015-01-01,,,,,,"",2016-11-21,"",2016-11-21,3.0,,false,false,2016-11-21T00:00:00Z,,,,false,No,{}
Rise the Dark,Michael Koryta,Mark Novak (#2.0),Read,Public,440329,27984467,0316293830,9780316293839,,Book,,,,12,,2016-08-16,,,,,,"",2016-11-21,"",2016-11-21,4.0,,false,false,2016-11-21T00:00:00Z,,,,false,No,{}
Pursuit,Thomas Perry,,Read,Public,798392,30805014,0786157526,9780786157525,,Book,us,en,,402,,2001-12-18,,,,,,"",2016-10-04,"",2016-10-04,4.0,,false,false,2016-10-04T00:00:00Z,,,,false,No,{}
The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,The Harbinger (#1.0),Read,Public,798393,30805015,,,B005IYEQKI,Ebook,us,en,,272,,2012-01-12,FrontLine (Charisma House),,,,,"",2016-09-18,"",2016-09-18,2.0,"This has some spoilers!

If this was a non-fiction book sharing the similarities between the fall of Ancient Israel and the major events affecting the U.S., I'd probably give it a 4. Spoiler alert: there were many and they were really interesting.

It's a 2 only because of how interesting the information was. The actual story was so hard to read. It was an afterthought, something to wrap all of the information in. This guy gets handed a series of clues, wanders around for weeks or months with each one until the guy that gave him the clue (aka the myserious prophet) shows back up to tell him the answer. This happens over and over. Luckily there's a slight bit of progress in that with the last few he actually reads some things and gets help from others (and still gets them wrong.) Books like The Da Vinci Code have stories that could stand on their own but also shove in a bunch of art and religious history. I'm not a book snob and I'm not an academic and even I felt insulted by using the story as a mask. The author even tells you he's done it near the end.

That said, I didn't stop reading it for 2 reasons: first, the information about the two was very interesting. Second, my dad had recommended it (on top of it being on my wish list) and I wanted to be able to talk with him about it. 

The only way to read this book is to completely remove the characters as you go and focus on the long shares from the prophet.",false,false,2016-09-18T00:00:00Z,,,,false,No,"{""document""=>{""object""=>""document"", ""children""=>[{""data""=>{}, ""type""=>""paragraph"", ""object""=>""block"", ""children""=>[{""text""=>""This has some spoilers!"", ""object""=>""text""}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""text""=>""If this was a non-fiction book sharing the similarities between the fall of Ancient Israel and the major events affecting the U.S., I'd probably give it a 4. Spoiler alert: there were many and they were really interesting."", ""object""=>""text""}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""text""=>""It's a 2 only because of how interesting the information was. The actual story was so hard to read. It was an afterthought, something to wrap all of the information in. This guy gets handed a series of clues, wanders around for weeks or months with each one until the guy that gave him the clue (aka the myserious prophet) shows back up to tell him the answer. This happens over and over. Luckily there's a slight bit of progress in that with the last few he actually reads some things and gets help from others (and still gets them wrong.) Books like The Da Vinci Code have stories that could stand on their own but also shove in a bunch of art and religious history. I'm not a book snob and I'm not an academic and even I felt insulted by using the story as a mask. The author even tells you he's done it near the end."", ""object""=>""text""}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""text""=>""That said, I didn't stop reading it for 2 reasons: first, the information about the two was very interesting. Second, my dad had recommended it (on top of it being on my wish list) and I wanted to be able to talk with him about it. "", ""object""=>""text""}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""text""=>""The only way to read this book is to completely remove the characters as you go and focus on the long shares from the prophet."", ""object""=>""text""}]}]}}"
The Inquisitor's Key,Jefferson Bass,Body Farm (#7.0),Read,Public,762102,30762372,006180679X,9780061806797,,Book,us,en,,353,,2012-01-01,,,,,,"",2016-07-27,"",2016-07-27,4.0,,false,false,2016-07-27T00:00:00Z,,,,false,No,{}
Badge of Evil,"Craig Horowitz, Bill Stanton",,Read,Public,798394,30805016,,,,Book,us,en,,,,2015-07-28,,,,,,"",2016-07-13,"",2016-07-13,4.0,,false,false,2016-07-13T00:00:00Z,,,,false,No,{}
"Gangster Warlords: Drug Dollars, Killing Fields, and the New Politics of Latin America",Ioan Grillo,,Read,Public,798395,30805017,1620403811,9781620403815,,Book,us,en,,385,,2016-01-19,Bloomsbury Publishing USA,,,,,"",2016-05-14,"",2016-06-19,4.0,,false,false,2016-06-19T00:00:00Z,,,,false,No,{}
The A to Z Encyclopedia of Serial Killers,Harold Schechter,,Want to Read,Public,798396,30805018,0671020749,9780671020743,,Book,mx,en,,352,,1996-10-01,,,,,,"",2016-06-14,"","",,,false,false,,,,,false,No,{}
An Evil Mind,Chris Carter,Robert Hunter (#6.0),Read,Public,542680,30498952,1471141985,9781471141980,,Ebook,us,en,,404,,2014-07-31,Simon & Schuster,,,,,"",2016-03-24,"",2016-03-29,4.0,,false,false,2016-03-29T00:00:00Z,,,,false,No,{}
Midnight sun,Jo Nesbø,Blood on Snow (#2.0),Read,Public,313281,5402462,0345814622,9780345814623,,Book,,,,214,,2015-01-01,,,,,,"",2016-03-19,"",2016-03-20,3.0,,false,false,2016-03-20T00:00:00Z,,,,false,No,{}
Headhunters,"Jo Nesbø, Don Bartlett (Translator)",,Read,Public,48404,4438908,0307948684,9780307948687,,Book,,,,135,,2008-01-01,,,,,,"",2015-08-29,"",2015-08-29,4.0,,false,false,2015-08-29T00:00:00Z,,,,false,No,{}
Blood on Snow,Jo Nesbø,Blood on Snow (#1.0),Read,Public,122961,25150359,1846559928,9781846559921,,Book,us,en,,210,,2014-10-02,Random House,,,,,"",2015-08-22,"",2015-08-22,4.0,,false,false,2015-08-22T00:00:00Z,,,,false,No,{}
Policja,"Jo Nesbø, Iwona Zimnicka (Translator)",Harry Hole (#10.0),Read,Public,727421,30721960,832459406X,9788324594061,,Book,us,pl,,472,,2013-10-15,,,,,,"",2015-08-10,"",2015-08-10,5.0,,false,false,2015-08-10T00:00:00Z,,,,false,No,{}
Phantom,Jo Nesbø,Harry Hole (#9.0),Read,Public,23885,5387030,0307960471,9780307960474,,Ebook,us,en,,547,,2011-01-01,Knopf Publishing Group,,,,,"",2015-08-02,"",2015-08-02,4.0,,false,false,2015-08-02T00:00:00Z,,,,false,No,{}
Panserhjerte,"Jo Nesbø, Don Bartlett (Translator)",Harry Hole (#8.0),Read,Public,447346,30408146,8203195512,9788203195518,,Ebook,us,no,,644,,2009-01-01,Aschehoug,,,,,"",2015-07-20,"",2015-07-20,4.0,,false,false,2015-07-20T00:00:00Z,,,,false,No,{}
Black list a thriller,Brad Thor,Scot Harvath (#11.0),Read,Public,510426,30462486,1410450767,9781439192986,,Book,us,en,,384,,2012-01-01,Simon & Schuster,,,,,"",2015-05-17,"",2015-06-15,4.0,,false,false,2015-06-15T00:00:00Z,,,,false,No,{}
The Lost Symbol,Dan Brown,Robert Langdon (#3.0),Read,Public,555,2305494,1409603016,9781409603016,1409603016,Book,us,en,,509,,2009-01-01,,,,,,"",2014-12-15,"",2014-12-15,5.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
Heart of Darkness,"Joseph Conrad, David Zane Mairowitz (Adapter), Catherine Anyango Grünewald (Illustrator)",,Read,Public,31677,10841218,1580495753,9781400128464,,Book,us,en,,228,,1899-01-01,Prestwick House Inc,,,,,"",2015-05-02,"",2015-05-02,3.0,,false,false,2015-05-02T00:00:00Z,,,,false,No,{}
Alias Grace,Margaret Atwood,,Read,Public,430142,23492829,0770427596,,,Book,ch,en,,636,,1996-09-07,Seal Books,,,,,"",2015-03-28,"",2015-03-28,3.0,,false,false,2015-03-28T00:00:00Z,,,,false,No,{}
90 Miles to Havana,Enrique Flores-Galbis,,Read,Public,27778,3267244,1250005590,9781250005595,,Book,us,en,,304,,2010-08-03,Square Fish,,,,,"",2015-03-13,"",2015-03-13,5.0,,false,false,2015-03-13T00:00:00Z,,,,false,No,{}
Revolution,Russell Brand,,Read,Public,798397,30805019,1101882913,9781101882917,,Book,us,,,324,,2014-01-01,,,,,,"",2014-12-19,"",2015-01-16,3.0,"I wanted to love this book. I still want to love this book. It was entertaining, but I didn't learn much that I didn't already understand about the needs for a revolution or the way in which it could start. Brand is hilarious and that made it worth listening to, but I wouldn't recommend it for anyone seriously studying wealth imbalance. Plus, I don't agree with his spirituality. That wouldn't matter if it wasn't used as one of 2 primary reasons that we need a revolution. If he dropped that and instead expounded more on how a revolution could play out, this would have been fantastic.",false,false,2015-01-16T00:00:00Z,,,,false,No,"{""document""=>{""object""=>""document"", ""children""=>[{""data""=>{}, ""type""=>""paragraph"", ""object""=>""block"", ""children""=>[{""text""=>""I wanted to love this book. I still want to love this book. It was entertaining, but I didn't learn much that I didn't already understand about the needs for a revolution or the way in which it could start. Brand is hilarious and that made it worth listening to, but I wouldn't recommend it for anyone seriously studying wealth imbalance. Plus, I don't agree with his spirituality. That wouldn't matter if it wasn't used as one of 2 primary reasons that we need a revolution. If he dropped that and instead expounded more on how a revolution could play out, this would have been fantastic."", ""object""=>""text""}]}]}}"
Child of God,Cormac McCarthy,,Read,Public,482217,30422232,0307762483,9780307762481,,Book,ca,en,,208,,1973-01-01,Vintage,,,,,"",2014-12-29,"",2014-12-31,5.0,,false,false,2014-12-31T00:00:00Z,,,,false,No,{}
Buddhism for Beginners: A Complete Course on the Heart of the Buddha's Teachings,Jack Kornfield,,Read,Public,798398,30805020,1591793971,9781591793977,,Book,us,,,,,2001-01-01,,,,,,"",2014-12-15,"",2014-12-15,4.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
Deconverted: A Journey from Religion to Reason,"Seth Andrews, Matt Dillahunty (Contributor)",,Read,Public,798399,30805021,,,,Book,us,en,,183,,2012-12-04,,,,,,"",2014-12-15,"",2014-12-15,4.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
We Can All Do Better,Bill Bradley,,Read,Public,798400,30805022,1593157290,9781593157296,,Book,us,,,,,2012-01-01,,,,,,"",2014-12-15,"",2014-12-15,4.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
The God Game,Mike Hockney,,Read,Public,798401,30805023,,,,Book,us,en,,285,,2012-07-04,,,,,,"",2014-12-15,"",2014-12-15,5.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
"The Designer Says: Quotes, Quips, and Words of Wisdom",Sara Bader (Editor),,Read,Public,798402,30805024,1616891343,9781616891343,,Book,us,,,,,2013-04-01,,,,,,"",2014-12-15,"",2014-12-15,4.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
"Pay Any Price: Greed, Power, and Endless War",James Risen,,Read,Public,798403,30805025,0544341414,9780544341418,,Book,us,,,,,2014-10-14,,,,,,"",2014-12-15,"",2014-12-15,5.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
Cross,James Patterson,Alex Cross (#12.0),Read,Public,83261,13307288,0316159794,9780316159791,,Book,us,en,,393,,2006-11-01,"Little, Brown and Company",,,,,"",2014-12-15,"",2014-12-15,4.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
Double Cross,James Patterson,Alex Cross (#13.0),Read,Public,193353,30458587,0316015059,9780316015059,,Book,us,en,,450,,2007-11-01,"Little, Brown",,,,,"",2014-12-15,"",2014-12-15,4.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
Cross Country,James Patterson,Alex Cross (#14.0),Read,Public,199529,11051728,0316024643,9780316024648,,Book,us,en,,484,,2008-01-01,"Little, Brown",,,,,"",2014-12-15,"",2014-12-15,2.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
The Beginner's Guide to Buddhism,Jack Kornfield,,Read,Public,798404,30805026,156455886X,9781564558862,,Book,us,,,,,2001-01-01,,,,,,"",2013-02-02,"",2013-02-02,5.0,,false,false,2013-02-02T00:00:00Z,,,,false,No,{}
Buddha's Little Instruction Book,Jack Kornfield,,Read,Public,798405,30805027,0553373854,9780553373851,,Book,us,,,160,,1994-05-01,,,,,,"",2013-02-02,"",2013-02-02,,,false,false,2013-02-02T00:00:00Z,,,,false,No,{}
The Armageddon Conspiracy,Mike Hockney,,Read,Public,798406,30805028,1847994741,9781847994745,,Book,us,,,,,2008-01-19,,,,,,"",2012-12-25,"",2012-12-25,4.0,,false,false,2012-12-25T00:00:00Z,,,,false,No,{}
The Last Bling King,Mike Hockney,,Read,Public,798407,30805029,1441497595,9781441497598,,Book,us,,,,,2009-03-01,,,,,,"",2012-12-25,"",2012-12-25,4.0,,false,false,2012-12-25T00:00:00Z,,,,false,No,{}
Prohibition A,Mike Hockney,,Read,Public,798408,30805030,1847994776,9781847994776,,Book,us,en,,,,2008-01-19,,,,,,"",2012-12-25,"",2012-12-25,4.0,,false,false,2012-12-25T00:00:00Z,,,,false,No,{}
The Millionaires' Death Club,Mike Hockney,,Read,Public,798409,30805031,1847536794,9781847536792,,Book,us,,,,,2008-01-19,,,,,,"",2012-12-25,"",2012-12-25,4.0,,false,false,2012-12-25T00:00:00Z,,,,false,No,{}
Einstein: His Life and His Universe ,Walter Isaacson,,Read,Public,33148,20882799,0743264738,9780743264730,,Book,us,en,,95,,2007-01-01,Simon & Schuster,,,,,"",2014-12-19,"",2014-12-19,5.0,,false,false,2014-12-19T00:00:00Z,,,,false,No,{}
Steve Jobs,Walter Isaacson,,Read,Public,374018,3137059,8184834233,9788184834239,,Book,us,en,,656,,2011-10-24,Simon & Schuster,,,,,"",2012-01-08,"",2012-05-18,5.0,,false,false,2012-05-18T00:00:00Z,,,,false,No,{}
Beyond Religion,"Dalai Lama XIV, Alexander Norman (Contributor)",,Read,Public,431859,8578262,0547636350,9780547636351,,Book,,,,208,,2011-01-01,,,,,,"",2014-12-15,"",2014-12-15,3.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
The Magic of Reality: How We Know What's Really True,"Richard Dawkins, Dave McKean (Illustrator)",,Read,Public,464329,30406509,1439192812,9781439192818,,Book,us,en,,257,,2011-01-01,Simon & Schuster,,,,,"",2014-12-15,"",2014-12-15,5.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
The Imago Sequence and Other Stories,Laird Barron,,Read,Public,435801,6499802,1597800880,9781597800884,,Book,,,,248,,2007-01-01,,,,,,"",2014-12-19,"",2015-12-04,2.0,,false,false,2015-12-04T00:00:00Z,,,,false,No,{}
Mindfulness: An Eight-Week Plan for Finding Peace in a Frantic World,"Danny Penman, J. Mark G. Williams, Jon Kabat-Zinn (Foreword)",,Read,Public,447362,30408155,1609611985,9781609611989,,Book,us,en,,288,,2011-05-01,,,,,,"",2012-01-08,"",2013-08-10,,,false,false,2013-08-10T00:00:00Z,,,,false,No,{}
Currency wars the making of the next global crisis,James Rickards,,Read,Public,721812,30715248,1591844495,9781591844495,,Book,us,en,,288,,2011-01-01,Portfolio,,,,,"",2014-12-15,"",2014-12-15,5.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
The Devil All the Time,Donald Ray Pollock,,Read,Public,81850,30405261,038553504X,9780385535045,038553504X,Book,,en,,261,,2011-07-12,Vintage Books,,,,,"",2014-12-15,"",2014-12-15,5.0,"So dark and fun, one of the recommendations from a list of True Detective fans.",false,false,2014-12-15T00:00:00Z,,,,false,No,"{""document""=>{""object""=>""document"", ""children""=>[{""data""=>{}, ""type""=>""paragraph"", ""object""=>""block"", ""children""=>[{""text""=>""So dark and fun, one of the recommendations from a list of True Detective fans."", ""object""=>""text""}]}]}}"
Beyond Good and Evil,"Friedrich Nietzsche, R.J. Hollingdale (Translator), Michael Tanner (Introduction)",,Read,Public,482336,14719778,014044923X,9780140449235,,Book,us,en,,240,,2003-04-29,Penguin,,,,,"",2014-12-15,"",2014-12-15,4.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
The God Delusion,Richard Dawkins,,Read,Public,382874,15793083,0618680004,9780618680009,,Book,gb,en,,463,,2006-01-01,Houghton Mifflin Harcourt,,,,,"",2014-12-15,"",2014-12-15,5.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
The Call of the Wild,Jack London,,Read,Public,374556,30405583,1420959344,9781420959345,,Book,us,en,,196,,1903-01-01,Disney Electronic Content,,,,,"",2016-08-09,"",2016-08-22,4.0,,false,false,2016-08-22T00:00:00Z,,,,false,No,{}
Interactive Data Visualization for the Web,Scott Murray,,Read,Public,429280,10471853,1449339735,,,Book,,,,272,,2013-01-01,,,,,,"",2014-12-15,"",2014-12-15,4.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
Inferno,Dan Brown,Robert Langdon (#4.0),Read,Public,99335,27154654,1400079152,9781400079155,,Book,us,en,,463,,2013-11-01,Anchor,,,,,"",2014-12-15,"",2014-12-15,5.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
Lost Girls: An Unsolved American Mystery,Robert Kolker,,Read,Public,437829,22777563,,,,Book,us,en,,421,,2013-07-09,HarperCollins Publishers,,,,,"",2020-01-22,"",2020-01-22,5.0,,false,false,2020-01-22T00:00:00Z,,,,false,No,{}
Red Sparrow,"Jason  Matthews, Jeremy Bobb (Narrator)",Red Sparrow Trilogy (#1.0),Read,Public,133052,30452556,1476706123,9781476706122,,Audio,us,en,,551,,2013-06-04,Simon & Schuster,,,,,"",2018-03-02,"",2018-03-11,5.0,,false,false,2018-03-11T00:00:00Z,,,,false,No,{}
"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration","Ed Catmull, Amy    Wallace",,Read,Public,155928,30399439,080412745X,9780812993011,,Book,us,en,,368,,2009-07-24,Random House,,,,,"",2014-12-15,"",2014-12-15,5.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
Reinventing Discovery: The New Era of Networked Science,Michael A. Nielsen,,Read,Public,298020,14845202,0691148902,9780691148908,,Book,,,,,,,,,,,,"",2014-12-15,"",2014-12-15,4.0,,false,false,2014-12-15T00:00:00Z,,,,false,No,{}
The Science of Enlightenment: How Meditation Works,Shinzen Young,,Want to Read,Public,747292,30745150,1591794609,9781591794608,,Book,us,,,,,1998-01-01,,,,,,"",2021-08-28,"","",,,false,false,,,,,false,No,{}
The Evil That Men Do: FBI Profiler Roy Hazelwood's Journey into the Minds of Sexual Predators,"Stephen G. Michaud, Roy Hazelwood",,Read,Public,798412,30805037,,,,Book,us,en,,374,,1999-01-01,,,,,,"",2020-12-10,"",2021-02-04,5.0,,false,false,2021-02-04T00:00:00Z,,,,false,No,{}
A Perfect Grave,Rick Mofina,Jason Wade (#3.0),Read,Public,798413,30805038,1665285869,9781665285865,,Book,us,en,,,,2007-01-01,,,,,,"",2020-11-09,"",2020-11-29,3.0,"Interesting story

I was interested enough to finish it but it lacked the dive into character development or procedure that I enjoy in other books",false,false,2020-11-29T00:00:00Z,,,,false,No,"{""document""=>{""object""=>""document"", ""children""=>[{""data""=>{}, ""type""=>""paragraph"", ""object""=>""block"", ""children""=>[{""bold""=>true, ""text""=>""Interesting story"", ""object""=>""text""}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""text""=>""I was interested enough to finish it but it lacked the dive into character development or procedure that I enjoy in other books"", ""object""=>""text""}]}]}}"
Badlands,Richard Montanari,Jessica Balzano & Kevin Byrne (#4.0),Read,Public,269748,2403098,0345492420,9780345492425,,Book,us,en,,381,,2008-01-01,"Random House Digital, Inc.",,,,,"",2020-11-08,"",2020-11-08,3.0,"Good read

I enjoyed this like I enjoy most procedurals, but my rating comes from a few things being a little more fantastical than other procedurals",false,false,2020-11-08T00:00:00Z,,,,false,No,"{""document""=>{""object""=>""document"", ""children""=>[{""data""=>{}, ""type""=>""paragraph"", ""object""=>""block"", ""children""=>[{""bold""=>true, ""text""=>""Good read"", ""object""=>""text""}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""text""=>""I enjoyed this like I enjoy most procedurals, but my rating comes from a few things being a little more fantastical than other procedurals"", ""object""=>""text""}]}]}}"
Cotton,Paul Heald,Clarkeston Chronicles (#2.0),Read,Public,798414,30805039,,,,Book,us,en,,,,2016-07-05,,,,,,"",2020-08-03,"",2020-08-20,4.0,,false,false,2020-08-20T00:00:00Z,,,,false,No,{}
Her Silent Cry,Lisa  Regan,Detective Josie Quinn (#6.0),Read,Public,798415,30805040,1835257429,9781835257425,,Book,us,,,385,,2019-08-14,,,,,,"",2020-06-29,"",2020-07-25,4.0,,false,false,2020-07-25T00:00:00Z,,,,false,No,{}
The Coveted Girls,Alexa Steele,Suburban Murder (#3.0),Read,Public,798416,30805041,,,,Book,us,en,,,,2017-12-10,,,,,,"",2020-06-22,"",2020-06-28,3.0,,false,false,2020-06-28T00:00:00Z,,,,false,No,{}
The Lost Girls,Alexa Steele,Suburban Murder (#2.0),Read,Public,798417,30805042,,,,Book,us,en,,,,2015-10-05,,,,,,"",2020-06-03,"",2020-06-12,4.0,,false,false,2020-06-12T00:00:00Z,,,,false,No,{}
Sexual Homicide: Patterns and Motives,"Robert K. Ressler, Ann Wolbert Burgess, John E. Douglas",,Read,Public,569833,30532108,0028740637,9780028740638,,Book,,,,264,,1993-01-01,,,,,,"",2020-01-22,"",2020-02-11,3.0,"Excellent information, reads like a textbook

This was filled with great information from a series of well-researched papers and the studies directly of criminals. If you're after a factual breakdown of sexual homicide, this is it. Rightfully so, it reads like a textbook so I would rate it 4 or 5 as reference material, but 3 as a general read.",false,false,2020-02-11T00:00:00Z,,,,false,No,"{""document""=>{""object""=>""document"", ""children""=>[{""data""=>{}, ""type""=>""paragraph"", ""object""=>""block"", ""children""=>[{""bold""=>true, ""text""=>""Excellent information, reads like a textbook"", ""object""=>""text""}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""text""=>""This was filled with great information from a series of well-researched papers and the studies directly of criminals. If you're after a factual breakdown of sexual homicide, this is it. Rightfully so, it reads like a textbook so I would rate it 4 or 5 as reference material, but 3 as a general read."", ""object""=>""text""}]}]}}"
The Roses of May,Dot Hutchison,The Collector (#2.0),Read,Public,1745744,30405006,1503939502,9781503939509,,Book,us,en,,302,,2012-01-01,Thomas & Mercer,,,,,"",2018-10-04,"",2018-10-04,5.0,"Awestruck

Dot Hutchison is gifted with incredible talent, that she uses to get you into the minds of killers and survivors. I have learned so much in these 2 books and am enamored with the characters she creates.",false,false,2018-10-04T00:00:00Z,,,,false,No,"{""document""=>{""object""=>""document"", ""children""=>[{""data""=>{}, ""type""=>""paragraph"", ""object""=>""block"", ""children""=>[{""bold""=>true, ""text""=>""Awestruck"", ""object""=>""text""}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""text""=>""Dot Hutchison is gifted with incredible talent, that she uses to get you into the minds of killers and survivors. I have learned so much in these 2 books and am enamored with the characters she creates."", ""object""=>""text""}]}]}}"
Panic,Harold Schechter,Bloodlands Collection (#4.0),Read,Public,798418,30805043,,,,Book,us,en,,,,2018-06-28,,,,,,"",2018-09-21,"",2018-09-22,4.0,,false,false,2018-09-22T00:00:00Z,,,,false,No,{}
The Brick Slayer,Harold Schechter,Bloodlands Collection (#3.0),Read,Public,798419,30805044,,,,Book,us,en,,58,,2018-06-28,,,,,,"",2018-09-14,"",2018-09-15,4.0,,false,false,2018-09-15T00:00:00Z,,,,false,No,{}
Casino: Love and Honor in Las Vegas,Nicholas Pileggi,,Want to Read,Public,798420,30805045,0684808323,9780684808321,,Book,us,,,,,1995-10-01,,,,,,"",2020-05-16,"","",,,false,false,,,,,false,No,{}
"Hidden History: An Exposé of Modern Crimes, Conspiracies, and Cover-Ups in American Politics","Donald Jeffries, Roger Stone (Foreword)",,Want to Read,Public,798421,30805046,1629144843,9781629144849,,Book,us,en,,384,,2014-01-01,Skyhorse,,,,,"",2017-05-06,"","",,,false,false,,,,,false,No,{}
The Secret Team: The CIA & its Allies in Control of the United States & the World,L. Fletcher Prouty,,Want to Read,Public,798422,30805047,1616082844,9781616082840,,Book,us,en,,625,,1972-11-30,Skyhorse Publishing,,,,,"",2016-07-27,"","",,,false,false,,,,,false,No,{}
Cause of Death,Patrick  Logan,Detective Damien Drake (#2.0),Read,Public,798423,30805048,,,,Book,us,en,,,,2017-08-10,,,,,,"",2019-02-11,"",2023-07-24,,,false,false,2023-07-24T00:00:00Z,,,,false,No,{}
Nail's Crossing,Kris Lackey,Bill Maytubby & Hannah Bond Mystery (#1.0),Read,Public,798424,30805049,1470814072,9781470814076,,Book,us,en,,224,,2017-01-01,Bill Maytubby and Hannah Bond,,,,,"",2018-02-06,"",2023-07-24,,,false,false,2023-07-24T00:00:00Z,,,,false,No,{}
Misterioso,"Arne Dahl, Tiina Nunnally (Translator)",A-gruppen/Intercrime (#1.0),Read,Public,798425,30805050,0307379647,9780307379641,,Book,us,en,,339,,1999-01-01,,,,,,"",2017-12-17,"",2023-07-24,,,false,false,2023-07-24T00:00:00Z,,,,false,No,{}
Dance of the Angels,"Robert Morcet, Roland Glasser (Translator)",,Read,Public,798426,30805051,,,,Book,us,,,,,2011-12-12,,,,,,"",2016-12-05,"",2023-07-24,,,false,false,2023-07-24T00:00:00Z,,,,false,No,{}
Data Scientists at Work,Sebastian Gutiérrez,,Read,Public,798427,30805052,1430265981,9781430265986,,Book,us,,,,,2014-10-20,,,,,,"",2014-12-19,"",2023-07-24,,,false,false,2023-07-24T00:00:00Z,,,,false,No,{}
The Taken Girls,G.D. Sanders,"The DI Ogborne Mystery Series, (#1.0)",Read,Public,798428,30805053,0008313202,9780008313203,,Book,us,en,,347,,2018-01-01,HarperCollins UK,,,,,"",2020-09-01,"",2023-07-24,,,false,false,2023-07-24T00:00:00Z,,,,false,No,{}
Unmasked: My Life Solving America's Cold Cases,Paul Holes,,Read,Public,480585,30805054,1250825091,9781250825094,,Book,us,en,,315,,2022-04-26,Celadon Books,,,,,"",2023-05-14,"",2023-05-14,5.0,,false,false,2023-05-14T00:00:00Z,,,,false,No,{}
Blind Faith,Joe McGinniss,,Read,Public,18448,30762310,0451418131,9780451418135,,Book,us,en,,386,,1989-01-01,Penguin,,,,,"",2022-12-19,"",2023-07-23,4.0,,false,false,2023-07-23T00:00:00Z,,,,false,No,{}
The Making of Riley Paige Bundle: Stalking,Blake Pierce,,Read,Public,798430,30805055,,,,Book,us,,,,,,,,,,,"",2023-03-06,"",2023-03-06,4.0,,false,false,2023-03-06T00:00:00Z,,,,false,No,{}
Once Lured,Blake Pierce,Riley Paige (#4.0),Read,Public,798433,30805058,,,,Book,us,en,,228,,2016-08-02,,,,,,"",2023-05-05,"",2023-05-05,4.0,,false,false,2023-05-05T00:00:00Z,,,,false,No,{}
Taking,Blake Pierce,The Making of Riley Paige (#4.0),Read,Public,798431,30805056,,,,Book,us,,,,,2019-08-13,,,,,,"",2023-01-25,"",2023-02-15,4.0,,false,false,2023-02-15T00:00:00Z,,,,false,No,{}
Kind of blue,Miles Corwin,,Read,Public,362505,10941361,1608090078,9781608090075,,Book,,,,,,,,,,,,"",2022-12-12,"",2022-12-12,3.0,,false,false,2022-12-12T00:00:00Z,,,,false,No,{}
