Title,Author,Series,Status,Privacy,Hardcover Book ID,Hardcover Edition ID,ISBN 10,ISBN 13,ASIN,Media,Country Code,Language Code,Binding,Pages,Duration in Seconds,Publish Date,Publisher,Genres,Moods,Tags,Content Warnings,Lists,Date Added,Date Started,Date Finished,Rating,Review,Review Contains Spoilers,Sponsored Review,Review Date,Review URL,Review Media URL,Private Notes,Owned,Compilation,Review Slate
The Dark Corners of the Night,Meg Gardiner,UNSUB (#3.0),Read,Public,510551,30462629,1982627514,9781982627515,,Book,us,en,,341,,2020-02-18,,,,,,"",2022-11-26,"",2022-11-26,4.0,,false,false,2022-11-26T00:00:00Z,,,,false,No,{}
Luring,Blake Pierce,The Making of Riley Paige (#3.0),Read,Public,798432,30805057,,,,Book,us,,,,,2019-03-01,,,,,,"",2023-01-25,"",2023-01-25,4.0,,false,false,2023-01-25T00:00:00Z,,,,false,No,{}
Into the Black Nowhere,Meg Gardiner,UNSUB (#2.0),Read,Public,492757,30440474,1101985550,9781101985557,,Book,,,,614,,2018-01-30,,,,,,"",2022-10-27,"",2022-10-27,4.0,,false,false,2022-10-27T00:00:00Z,,,,false,No,{}
Waiting,Blake Pierce,The Making of Riley Paige (#2.0),Read,Public,798434,30805059,,,,Book,us,,,,,2018-10-08,,,,,,"",2023-01-02,"",2023-01-18,4.0,,false,false,2023-01-18T00:00:00Z,,,,false,No,{}
UNSUB,Meg Gardiner,UNSUB (#1.0),Read,Public,510576,30462672,1101985542,9781524722807,,Book,us,en,,386,,2017-01-01,Penguin,,,,,"",2022-09-07,"",2022-09-20,5.0,,false,false,2022-09-20T00:00:00Z,,,,false,No,{}
Found You,Molly Black,Rylie Wolf (#1.0),Read,Public,798435,30805060,,,,Book,us,en,,177,,2022-01-04,,,,,,"",2022-08-18,"",2022-08-18,4.0,,false,false,2022-08-18T00:00:00Z,,,,false,No,{}
You Are Next,Katia Lief,Karin Schaeffer (#1.0),Read,Public,798437,30805062,0062014064,9780062014061,,Ebook,us,en,,386,,2010-01-01,HarperCollins e-books,,,,,"",2022-05-04,"",2022-05-04,3.0,,false,false,2022-05-04T00:00:00Z,,,,false,No,{}
Caught You,Molly Black,Rylie Wolf (#2.0),Read,Public,798436,30805061,,,,Book,us,en,,221,,2022-03-01,,,,,,"",2022-09-06,"",2022-09-06,3.0,,false,false,2022-09-06T00:00:00Z,,,,false,No,{}
"Savage Appetites: Four True Stories of Women, Crime, and Obsession",Rachel Monroe,,Read,Public,492704,30805063,1508294534,9781508294535,,Audio,us,,,272,,2019-08-20,Simon & Schuster Audio,,,,,"",2022-03-30,"",2022-03-30,4.0,,false,false,2022-03-30T00:00:00Z,,,,false,No,{}
All Things Cease to Appear,Elizabeth Brundage,,Read,Public,436059,20299080,1101875593,9781101875599,,Book,,,,417,,2016-03-08,,,,,,"",2019-01-21,"",2023-07-23,4.0,,false,false,2023-07-23T00:00:00Z,,,,false,No,{}
I'm Traveling Alone,Samuel Bjørk,Holger Munch & Mia Kruger (#1.0),Read,Public,668439,30653338,9024565561,9789024565566,,Book,us,nl,,432,,2013-01-01,Luitingh Sijthoff,,,,,"",2021-03-25,"",2021-03-25,4.0,,false,false,2021-03-25T00:00:00Z,,,,false,No,{}
Losing Leah Holloway,Lisa  Regan,Claire Fletcher and Detective Parks (#2.0),Read,Public,798439,30805064,1503942996,9781503942998,,Book,us,en,,379,,2017-01-01,Thomas & Mercer,,,,,"",2021-03-02,"",2021-03-09,4.0,,false,false,2021-03-09T00:00:00Z,,,,false,No,{}
American Predator,Maureen Callahan,,Read,Public,438826,30805065,0698191064,9780698191068,,Book,us,en,,306,,2019-07-01,Penguin Audio,,,,,"",2021-03-02,"",2021-03-02,5.0,,false,false,2021-03-02T00:00:00Z,,,,false,No,{}
Strangers,Paul Finch,,Read,Public,64715,21482367,0007551312,9780007551316,,Book,,,,,,,,,,,,"",2020-11-29,"",2020-12-10,,"Lovable lead  character 

I dug the characters and enjoyed the story but it lacked the darkness that the beginning promised and was a bit more “cop action movie” than I enjoy.",false,false,2020-12-10T00:00:00Z,,,,false,No,"{""document""=>{""object""=>""document"", ""children""=>[{""data""=>{}, ""type""=>""paragraph"", ""object""=>""block"", ""children""=>[{""bold""=>true, ""text""=>""Lovable lead  character "", ""object""=>""text""}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""data""=>{}, ""type""=>""br"", ""object""=>""inline"", ""children""=>[]}, {""text""=>""I dug the characters and enjoyed the story but it lacked the darkness that the beginning promised and was a bit more “cop action movie” than I enjoy."", ""object""=>""text""}]}]}}"
Kill For You,Lisa  Regan,,Read,Public,798441,30805066,0996888292,9780996888295,,Book,us,en,,332,,2013-01-23,,,,,,"",2019-01-06,"",2019-01-20,4.0,,false,false,2019-01-20T00:00:00Z,,,,false,No,{}
Blue Baby,Carolyn Arnold,Brandon Fisher FBI (#4.0),Read,Public,798442,30805067,,,,Book,us,en,,,,2015-09-25,,,,,,"",2019-01-02,"",2019-01-06,4.0,,false,false,2019-01-06T00:00:00Z,,,,false,No,{}
The Burning,Jane Casey,Maeve Kerrigan (#1.0),Read,Public,218400,30498714,0091936004,9780091936006,,Book,,,,407,,2010-01-01,,,,,,"",2018-12-09,"",2018-12-18,4.0,,false,false,2018-12-18T00:00:00Z,,,,false,No,{}
The Deadliest Sins,Rick  Reed,Detective Jack Murphy (#7.0),Read,Public,798443,30805068,,,,Book,us,,,,,2018-10-16,,,,,,"",2018-12-18,"",2018-12-29,4.0,,false,false,2018-12-29T00:00:00Z,,,,false,No,{}
The Hangman’s Hold,Michael    Wood,DCI Matilda Darke (#4.0),Read,Public,542739,30499050,0008311625,9780008311629,,Book,us,en,,416,,2018-01-01,DCI Matilda Darke Thriller,,,,,"",2018-10-17,"",2018-10-25,,,false,false,2018-10-25T00:00:00Z,,,,false,No,{}
Rampage,Harold Schechter,Bloodlands Collection (#5.0),Read,Public,798446,30805071,,,,Book,us,en,,,,2018-06-28,,,,,,"",2018-09-18,"",2018-09-19,4.0,,false,false,2018-09-19T00:00:00Z,,,,false,No,{}
Spider's Web,"Mike Omer, Michael Omer",Glenmore Park Mystery (#1.0),Read,Public,798444,30805069,,,,Book,us,en,,,,2016-04-29,,,,,,"",2018-11-09,"",2018-11-18,4.0,,false,false,2018-11-18T00:00:00Z,,,,false,No,{}
The Girl With No Name,Lisa  Regan,Detective Josie Quinn (#2.0),Read,Public,798445,30805070,1786813831,9781786813831,,Book,us,en,,375,,2018-04-19,Bookouture,,,,,"",2018-10-04,"",2018-10-04,3.0,,false,false,2018-10-04T00:00:00Z,,,,false,No,{}
The Creative Act: A Way of Being,Rick Rubin,,Read,Public,554278,30654737,0593652886,9780593652886,,Book,us,en,,294,,2023-01-10,Penguin Press,,,,,"",2023-08-30,2023-08-16,2023-08-30,4.0,,false,false,2023-08-30T03:16:39Z,,,,false,No,{}
FBI Diary: Profiles of Evil,"Peter M. Klismet, Jr.",,Read,Public,839711,30853113,1799044130,9781799044130,,Book,us,,,,,2013-01-01,,,,,,"",2023-08-30,2023-08-30,2023-09-15,4.0,,false,false,,,,,false,No,{}
Luckiest Girl Alive,Jessica Knoll,,Read,Public,433346,1247934,1476789630,9781476789637,,Book,us,en,,352,,2015-05-12,Simon & Schuster,,,,,"",2023-09-28,2023-09-28,2023-09-30,5.0,,false,false,,,,,false,No,{}
The Devil in the White City,Erik Larson,,Read,Public,211614,30399725,0739303406,9780739303405,,Book,us,en,,447,,2002-01-01,Random House Audio,,,,,"",2023-09-30,2023-09-30,2023-12-13,4.0,,false,false,,,,,false,No,{}
Killers Amidst Killers: Hunting Serial Killers Operating Under the Cloak of America's Opioid Epidemic,Billy Jensen,,Read,Public,837098,30849961,0063026538,9780063026537,,Book,us,,,,,2022-07-19,,,,,,"",2023-12-13,2023-12-13,2024-07-01,5.0,,false,false,2024-07-01T12:35:29Z,,,,false,No,{}
Lay Them to Rest: On the Road with the Cold Case Investigators Who Identify the Nameless,Laurah Norton,,Read,Public,965884,30990852,0306828804,9780306828805,,Book,us,en,,352,,2023-01-01,Hachette Books,,,,,"",2024-07-01,2024-07-01,2024-07-03,4.5,"A beautifully written, compelling read. Norton takes you on a journey, blending a heartfelt story with just the right amount of forensic detail. It's about finding answers for a family, and it's both moving and inspiring. Norton nails the balance between storytelling and technical info, making it a must-read for true crime fans or anyone who loves a good, impactful story.",false,false,2024-07-03T00:00:00Z,,,"",false,No,"{""document""=>{""object""=>""document"", ""children""=>[{""data""=>{}, ""type""=>""paragraph"", ""object""=>""block"", ""children""=>[{""text""=>""A beautifully written, compelling read. Norton takes you on a journey, blending a heartfelt story with just the right amount of forensic detail. It's about finding answers for a family, and it's both moving and inspiring. Norton nails the balance between storytelling and technical info, making it a must-read for true crime fans or anyone who loves a good, impactful story."", ""object""=>""text""}]}]}}"
Languages in International Business,David Simon,,Read,Public,297180,11407639,0805080759,9780805080759,,Book,,,,599,,1991-06-01,,,,,,"",2024-08-03,2024-08-03,2024-10-02,5.0,"My favorite non-fiction book I have ever read! I learned of it from watching The Wire and  as fantastic as that show is, the book is better. David Simon has a rare combination of straightforward reporting and eloquent writing. Most of all, he has a knack for capturing humanity, in all of its flaws. ",false,false,2024-08-03T00:00:00Z,,,"",false,No,"{""document""=>{""object""=>""document"", ""children""=>[{""data""=>{}, ""type""=>""paragraph"", ""object""=>""block"", ""children""=>[{""text""=>""My favorite non-fiction book I have ever read! I learned of it from watching The Wire and  as fantastic as that show is, the book is better. David Simon has a rare combination of straightforward reporting and eloquent writing. Most of all, he has a knack for capturing humanity, in all of its flaws. "", ""object""=>""text""}]}]}}"
No One Will Miss Her,Kat Rosenfield,,Read,Public,432728,30401639,0063057018,9780063057012,,Book,us,en,,304,,2021-01-01,William Morrow,,,,,"",2024-10-02,"","",4.0,,false,false,2024-10-02T12:30:26Z,,,,false,No,{}
The Four Agreements: A Practical Guide to Personal Freedom,"Miguel Ruiz, ภัทริณี เจริญจินดา (Translator)",Toltec Wisdom,Read,Public,223656,10754484,1878424505,9781878424501,,Book,us,en,,150,,1997-01-01,Amber-Allen Pub,,,,,"",2024-11-01,"","",4.0,,false,false,2024-11-01T02:34:30Z,,,,false,No,{}
The Killing Game,Kate Bold,,Read,Public,656600,30638528,1094374717,9781094374710,,Book,,,,250,,2021-10-15,,,,,,"",2024-12-01,"","",4.0,,false,false,2024-12-01T23:01:18Z,,,,false,No,{}
The Software Engineer's Guidebook,Gergely  Orosz,,Stopped,Public,1031028,31055463,908338182X,9789083381824,,Book,us,en,,413,,2023-11-03,Shroff/Pragmatic Engineer,,,,,"",2025-01-17,2025-01-17,"",,,false,false,2025-01-17T15:04:32Z,,,,false,No,{}
The Final Business Model,Drake Atlas  Wolfe,,Read,Public,1943719,32098415,,9798283273471,,Book,us,,,,,,,,,,,"",2025-07-05,2025-07-03,2025-07-04,5.0,,false,false,2025-07-05T04:15:19Z,,,,false,No,{}
Principles of Building AI Agents,Sam Bhagwat,,Read,Public,1913351,32061785,,,,Book,us,,,133,,2025-02-24,,,,,,"",2026-01-25,"","",4.0,,false,false,,,,,false,No,{}
